sample_name,expt_sand_number,test_type,water_content,coarse_name,coarse_size,max_particle_size,coarse_pct,clay_name,mix_date,test_date,clay_only_water_content,predicted_water_content,linear_law_deviation,upper_mm,lower_mm,d50
5,5,LL,0.22086810662732045,Mancino_angular,0.15-0.05,0.15,0.6,Fireborn_Porcelain,2020-04-08,2020-04-10,0.42925823965347765,0.17170329586139108,0.04916481076592938,0.15,0.05,0.09
5,5,PL,0.13402439266415947,Mancino_angular,0.15-0.05,0.15,0.6,Fireborn_Porcelain,2020-04-08,2020-04-10,0.17387663649580326,0.06955065459832131,0.06447373806583816,0.15,0.05,0.09
6,1,AL,0.1554797011129743,Mancino_angular,2.0-1.0,2,0.4,Fireborn_Porcelain,2020-04-08,2020-04-10,0.24534271995741716,0.1472056319744503,0.008274069138523993,2.0,1.0,1.4
6,1,LL,0.2553695158661996,Mancino_angular,2.0-1.0,2,0.4,Fireborn_Porcelain,2020-04-08,2020-04-10,0.42925823965347765,0.2575549437920866,-0.0021854279258869957,2.0,1.0,1.4
6,1,PL,0.11536686462956754,Mancino_angular,2.0-1.0,2,0.4,Fireborn_Porcelain,2020-04-08,2020-04-10,0.17387663649580326,0.10432598189748195,0.011040882732085588,2.0,1.0,1.4
7,2,AL,0.1546035449413417,Mancino_angular,1.0-0.5,1,0.4,Fireborn_Porcelain,2020-04-08,2020-04-10,0.24534271995741716,0.1472056319744503,0.007397912966891407,1.0,0.5,0.72
7,2,LL,0.2554560270397711,Mancino_angular,1.0-0.5,1,0.4,Fireborn_Porcelain,2020-04-08,2020-04-10,0.42925823965347765,0.2575549437920866,-0.002098916752315494,1.0,0.5,0.72
7,2,PL,0.11539833332895204,Mancino_angular,1.0-0.5,1,0.4,Fireborn_Porcelain,2020-04-08,2020-04-10,0.17387663649580326,0.10432598189748195,0.01107235143147009,1.0,0.5,0.72
8,3,AL,0.16252123414103092,Mancino_angular,0.5-0.25,0.5,0.4,Fireborn_Porcelain,2020-04-08,2020-04-10,0.24534271995741716,0.1472056319744503,0.015315602166580622,0.5,0.25,0.363
8,3,LL,0.26033876916576437,Mancino_angular,0.5-0.25,0.5,0.4,Fireborn_Porcelain,2020-04-08,2020-04-10,0.42925823965347765,0.2575549437920866,0.002783825373677773,0.5,0.25,0.363
8,3,PL,0.12168828031969138,Mancino_angular,0.5-0.25,0.5,0.4,Fireborn_Porcelain,2020-04-08,2020-04-10,0.17387663649580326,0.10432598189748195,0.017362298422209432,0.5,0.25,0.363
9,4,AL,0.16253073713626862,Mancino_angular,0.25-0.15,0.25,0.4,Fireborn_Porcelain,2020-04-08,2020-04-10,0.24534271995741716,0.1472056319744503,0.015325105161818314,0.25,0.15,0.186
9,4,LL,0.26925754627858556,Mancino_angular,0.25-0.15,0.25,0.4,Fireborn_Porcelain,2020-04-08,2020-04-10,0.42925823965347765,0.2575549437920866,0.011702602486498959,0.25,0.15,0.186
9,4,PL,0.1259492102467832,Mancino_angular,0.25-0.15,0.25,0.4,Fireborn_Porcelain,2020-04-08,2020-04-10,0.17387663649580326,0.10432598189748195,0.021623228349301263,0.25,0.15,0.186
10,5,AL,0.17116837773551138,Mancino_angular,0.15-0.05,0.15,0.4,Fireborn_Porcelain,2020-04-08,2020-04-10,0.24534271995741716,0.1472056319744503,0.023962745761061083,0.15,0.05,0.09
10,5,LL,0.27478833805627395,Mancino_angular,0.15-0.05,0.15,0.4,Fireborn_Porcelain,2020-04-08,2020-04-10,0.42925823965347765,0.2575549437920866,0.01723339426418735,0.15,0.05,0.09
10,5,PL,0.12883701237657014,Mancino_angular,0.15-0.05,0.15,0.4,Fireborn_Porcelain,2020-04-08,2020-04-10,0.17387663649580326,0.10432598189748195,0.02451103047908819,0.15,0.05,0.09
11,1,AL,0.18097728949107558,Mancino_angular,2.0-1.0,2,0.2,Fireborn_Porcelain,2020-04-15,2020-04-18,0.24534271995741716,0.19627417596593374,-0.015296886474858162,2.0,1.0,1.4
11,1,LL,0.33120699260416436,Mancino_angular,2.0-1.0,2,0.2,Fireborn_Porcelain,2020-04-15,2020-04-18,0.42925823965347765,0.34340659172278215,-0.012199599118617788,2.0,1.0,1.4
11,1,PL,0.14843843889241393,Mancino_angular,2.0-1.0,2,0.2,Fireborn_Porcelain,2020-04-15,2020-04-18,0.17387663649580326,0.13910130919664263,0.009337129695771301,2.0,1.0,1.4
12,2,AL,0.1722899583614408,Mancino_angular,1.0-0.5,1,0.2,Fireborn_Porcelain,2020-04-15,2020-04-18,0.24534271995741716,0.19627417596593374,-0.023984217604492958,1.0,0.5,0.72
12,2,LL,0.33503031689782,Mancino_angular,1.0-0.5,1,0.2,Fireborn_Porcelain,2020-04-15,2020-04-18,0.42925823965347765,0.34340659172278215,-0.008376274824962171,1.0,0.5,0.72
12,2,PL,0.14608344471130927,Mancino_angular,1.0-0.5,1,0.2,Fireborn_Porcelain,2020-04-15,2020-04-18,0.17387663649580326,0.13910130919664263,0.006982135514666643,1.0,0.5,0.72
13,3,AL,0.17566977960875116,Mancino_angular,0.5-0.25,0.5,0.2,Fireborn_Porcelain,2020-04-15,2020-04-18,0.24534271995741716,0.19627417596593374,-0.020604396357182586,0.5,0.25,0.363
13,3,LL,0.3352791609467464,Mancino_angular,0.5-0.25,0.5,0.2,Fireborn_Porcelain,2020-04-15,2020-04-18,0.42925823965347765,0.34340659172278215,-0.008127430776035727,0.5,0.25,0.363
13,3,PL,0.14794781004154217,Mancino_angular,0.5-0.25,0.5,0.2,Fireborn_Porcelain,2020-04-15,2020-04-18,0.17387663649580326,0.13910130919664263,0.008846500844899546,0.5,0.25,0.363
14,4,AL,0.17183183959408993,Mancino_angular,0.25-0.15,0.25,0.2,Fireborn_Porcelain,2020-04-15,2020-04-18,0.24534271995741716,0.19627417596593374,-0.024442336371843815,0.25,0.15,0.186
14,4,LL,0.34613354278621045,Mancino_angular,0.25-0.15,0.25,0.2,Fireborn_Porcelain,2020-04-15,2020-04-18,0.42925823965347765,0.34340659172278215,0.0027269510634282956,0.25,0.15,0.186
14,4,PL,0.15102830301440245,Mancino_angular,0.25-0.15,0.25,0.2,Fireborn_Porcelain,2020-04-15,2020-04-18,0.17387663649580326,0.13910130919664263,0.011926993817759829,0.25,0.15,0.186
15,5,AL,0.17586750542905308,Mancino_angular,0.15-0.05,0.15,0.2,Fireborn_Porcelain,2020-04-15,2020-04-18,0.24534271995741716,0.19627417596593374,-0.020406670536880667,0.15,0.05,0.09
15,5,LL,0.34791215158097777,Mancino_angular,0.15-0.05,0.15,0.2,Fireborn_Porcelain,2020-04-15,2020-04-18,0.42925823965347765,0.34340659172278215,0.004505559858195618,0.15,0.05,0.09
15,5,PL,0.1508342486989501,Mancino_angular,0.15-0.05,0.15,0.2,Fireborn_Porcelain,2020-04-15,2020-04-18,0.17387663649580326,0.13910130919664263,0.011732939502307471,0.15,0.05,0.09
16,1,AL,0.0417796505666802,Mancino_angular,2.0-1.0,2,0.8,Fireborn_Porcelain,2020-04-21,2020-04-24,0.24534271995741716,0.04906854399148342,-0.007288893424803225,2.0,1.0,1.4
16,1,LL,-,Mancino_angular,2.0-1.0,2,0.8,Fireborn_Porcelain,2020-04-21,2020-04-24,0.42925823965347765,0.08585164793069551,-,2.0,1.0,1.4
16,1,PL,-,Mancino_angular,2.0-1.0,2,0.8,Fireborn_Porcelain,2020-04-21,2020-04-24,0.17387663649580326,0.03477532729916064,-,2.0,1.0,1.4
17,2,AL,-,Mancino_angular,1.0-0.5,1,0.8,Fireborn_Porcelain,2020-04-21,2020-04-24,0.24534271995741716,0.04906854399148342,-,1.0,0.5,0.72
17,2,LL,-,Mancino_angular,1.0-0.5,1,0.8,Fireborn_Porcelain,2020-04-21,2020-04-24,0.42925823965347765,0.08585164793069551,-,1.0,0.5,0.72
17,2,PL,-,Mancino_angular,1.0-0.5,1,0.8,Fireborn_Porcelain,2020-04-21,2020-04-24,0.17387663649580326,0.03477532729916064,-,1.0,0.5,0.72
18,3,AL,-,Mancino_angular,0.5-0.25,0.5,0.8,Fireborn_Porcelain,2020-04-21,2020-04-24,0.24534271995741716,0.04906854399148342,-,0.5,0.25,0.363
18,3,LL,0.14966773047427814,Mancino_angular,0.5-0.25,0.5,0.8,Fireborn_Porcelain,2020-04-21,2020-04-24,0.42925823965347765,0.08585164793069551,0.06381608254358263,0.5,0.25,0.363
18,3,PL,-,Mancino_angular,0.5-0.25,0.5,0.8,Fireborn_Porcelain,2020-04-21,2020-04-24,0.17387663649580326,0.03477532729916064,-,0.5,0.25,0.363
19,4,AL,0.06395269928682266,Mancino_angular,0.25-0.15,0.25,0.8,Fireborn_Porcelain,2020-04-21,2020-04-24,0.24534271995741716,0.04906854399148342,0.014884155295339242,0.25,0.15,0.186
19,4,LL,0.18171384260543622,Mancino_angular,0.25-0.15,0.25,0.8,Fireborn_Porcelain,2020-04-21,2020-04-24,0.42925823965347765,0.08585164793069551,0.0958621946747407,0.25,0.15,0.186
19,4,PL,-,Mancino_angular,0.25-0.15,0.25,0.8,Fireborn_Porcelain,2020-04-21,2020-04-24,0.17387663649580326,0.03477532729916064,-,0.25,0.15,0.186
20,5,AL,0.07945203090650761,Mancino_angular,0.15-0.05,0.15,0.8,Fireborn_Porcelain,2020-04-21,2020-04-24,0.24534271995741716,0.04906854399148342,0.03038348691502419,0.15,0.05,0.09
20,5,LL,0.20443920831694434,Mancino_angular,0.15-0.05,0.15,0.8,Fireborn_Porcelain,2020-04-21,2020-04-24,0.42925823965347765,0.08585164793069551,0.11858756038624883,0.15,0.05,0.09
20,5,PL,-,Mancino_angular,0.15-0.05,0.15,0.8,Fireborn_Porcelain,2020-04-21,2020-04-24,0.17387663649580326,0.03477532729916064,-,0.15,0.05,0.09
21,1,AL,0.0776401877727401,Mancino_angular,2.0-1.0,2,0.7,Fireborn_Porcelain,2020-04-25,2020-04-28,0.24534271995741716,0.07360281598722516,0.004037371785514929,2.0,1.0,1.4
21,1,LL,0.1427283295724818,Mancino_angular,2.0-1.0,2,0.7,Fireborn_Porcelain,2020-04-25,2020-04-28,0.42925823965347765,0.1287774718960433,0.0139508576764385,2.0,1.0,1.4
21,1,PL,0.06648112485921946,Mancino_angular,2.0-1.0,2,0.7,Fireborn_Porcelain,2020-04-25,2020-04-28,0.17387663649580326,0.05216299094874099,0.014318133910478474,2.0,1.0,1.4
22,2,AL,0.08052466850768447,Mancino_angular,1.0-0.5,1,0.7,Fireborn_Porcelain,2020-04-25,2020-04-28,0.24534271995741716,0.07360281598722516,0.006921852520459307,1.0,0.5,0.72
22,2,LL,0.1496638769043802,Mancino_angular,1.0-0.5,1,0.7,Fireborn_Porcelain,2020-04-25,2020-04-28,0.42925823965347765,0.1287774718960433,0.02088640500833691,1.0,0.5,0.72
22,2,PL,0.07567919680439064,Mancino_angular,1.0-0.5,1,0.7,Fireborn_Porcelain,2020-04-25,2020-04-28,0.17387663649580326,0.05216299094874099,0.023516205855649654,1.0,0.5,0.72
23,3,AL,0.09686645090798464,Mancino_angular,0.5-0.25,0.5,0.7,Fireborn_Porcelain,2020-04-25,2020-04-28,0.24534271995741716,0.07360281598722516,0.023263634920759474,0.5,0.25,0.363
23,3,LL,0.15733355081665612,Mancino_angular,0.5-0.25,0.5,0.7,Fireborn_Porcelain,2020-04-25,2020-04-28,0.42925823965347765,0.1287774718960433,0.02855607892061282,0.5,0.25,0.363
23,3,PL,0.08470678640207292,Mancino_angular,0.5-0.25,0.5,0.7,Fireborn_Porcelain,2020-04-25,2020-04-28,0.17387663649580326,0.05216299094874099,0.032543795453331935,0.5,0.25,0.363
24,4,AL,0.15502502695266462,Mancino_angular,0.25-0.15,0.25,0.7,Fireborn_Porcelain,2020-04-25,2020-04-28,0.24534271995741716,0.07360281598722516,0.08142221096543946,0.25,0.15,0.186
24,4,LL,0.1973871553940408,Mancino_angular,0.25-0.15,0.25,0.7,Fireborn_Porcelain,2020-04-25,2020-04-28,0.42925823965347765,0.1287774718960433,0.06860968349799751,0.25,0.15,0.186
24,4,PL,0.13008229441849706,Mancino_angular,0.25-0.15,0.25,0.7,Fireborn_Porcelain,2020-04-25,2020-04-28,0.17387663649580326,0.05216299094874099,0.07791930346975606,0.25,0.15,0.186
25,5,AL,0.15939907682701152,Mancino_angular,0.15-0.05,0.15,0.7,Fireborn_Porcelain,2020-04-25,2020-04-28,0.24534271995741716,0.07360281598722516,0.08579626083978635,0.15,0.05,0.09
25,5,LL,0.20914841817794189,Mancino_angular,0.15-0.05,0.15,0.7,Fireborn_Porcelain,2020-04-25,2020-04-28,0.42925823965347765,0.1287774718960433,0.08037094628189859,0.15,0.05,0.09
25,5,PL,0.14626105143253385,Mancino_angular,0.15-0.05,0.15,0.7,Fireborn_Porcelain,2020-04-25,2020-04-28,0.17387663649580326,0.05216299094874099,0.09409806048379285,0.15,0.05,0.09
26,1,AL,0.05890135775024796,Mancino_angular,2.0-1.0,2,0.75,Fireborn_Porcelain,2020-04-30,2020-05-02,0.24534271995741716,0.06133567998935429,-0.0024343222391063277,2.0,1.0,1.4
26,1,LL,0.11578275872952065,Mancino_angular,2.0-1.0,2,0.75,Fireborn_Porcelain,2020-04-30,2020-05-02,0.42925823965347765,0.10731455991336941,0.00846819881615124,2.0,1.0,1.4
26,1,PL,-,Mancino_angular,2.0-1.0,2,0.75,Fireborn_Porcelain,2020-04-30,2020-05-02,0.17387663649580326,0.043469159123950815,-,2.0,1.0,1.4
27,2,AL,0.06282947363511827,Mancino_angular,1.0-0.5,1,0.75,Fireborn_Porcelain,2020-04-30,2020-05-02,0.24534271995741716,0.06133567998935429,0.0014937936457639842,1.0,0.5,0.72
27,2,LL,0.13742821039672473,Mancino_angular,1.0-0.5,1,0.75,Fireborn_Porcelain,2020-04-30,2020-05-02,0.42925823965347765,0.10731455991336941,0.03011365048335532,1.0,0.5,0.72
27,2,PL,-,Mancino_angular,1.0-0.5,1,0.75,Fireborn_Porcelain,2020-04-30,2020-05-02,0.17387663649580326,0.043469159123950815,-,1.0,0.5,0.72
28,3,AL,0.04820481258382606,Mancino_angular,0.5-0.25,0.5,0.75,Fireborn_Porcelain,2020-04-30,2020-05-02,0.24534271995741716,0.06133567998935429,-0.013130867405528233,0.5,0.25,0.363
28,3,LL,0.14967574567078312,Mancino_angular,0.5-0.25,0.5,0.75,Fireborn_Porcelain,2020-04-30,2020-05-02,0.42925823965347765,0.10731455991336941,0.04236118575741371,0.5,0.25,0.363
28,3,PL,-,Mancino_angular,0.5-0.25,0.5,0.75,Fireborn_Porcelain,2020-04-30,2020-05-02,0.17387663649580326,0.043469159123950815,-,0.5,0.25,0.363
29,4,AL,0.06472238383342352,Mancino_angular,0.25-0.15,0.25,0.75,Fireborn_Porcelain,2020-04-30,2020-05-02,0.24534271995741716,0.06133567998935429,0.003386703844069229,0.25,0.15,0.186
29,4,LL,0.1722943560468499,Mancino_angular,0.25-0.15,0.25,0.75,Fireborn_Porcelain,2020-04-30,2020-05-02,0.42925823965347765,0.10731455991336941,0.06497979613348048,0.25,0.15,0.186
29,4,PL,-,Mancino_angular,0.25-0.15,0.25,0.75,Fireborn_Porcelain,2020-04-30,2020-05-02,0.17387663649580326,0.043469159123950815,-,0.25,0.15,0.186
30,5,AL,0.10162290487135339,Mancino_angular,0.15-0.05,0.15,0.75,Fireborn_Porcelain,2020-04-30,2020-05-02,0.24534271995741716,0.06133567998935429,0.0402872248819991,0.15,0.05,0.09
30,5,LL,0.19165285205161925,Mancino_angular,0.15-0.05,0.15,0.75,Fireborn_Porcelain,2020-04-30,2020-05-02,0.42925823965347765,0.10731455991336941,0.08433829213824984,0.15,0.05,0.09
30,5,PL,-,Mancino_angular,0.15-0.05,0.15,0.75,Fireborn_Porcelain,2020-04-30,2020-05-02,0.17387663649580326,0.043469159123950815,-,0.15,0.05,0.09
37,1,AL,0.24534271995741716,Mancino_angular,2.0-1.0,2,0,Fireborn_Porcelain,2020-04-25,2020-04-28,0.24534271995741716,0.24534271995741716,0,2.0,1.0,1.4
37,1,LL,0.42925823965347765,Mancino_angular,2.0-1.0,2,0,Fireborn_Porcelain,2020-04-25,2020-04-28,0.42925823965347765,0.42925823965347765,0,2.0,1.0,1.4
37,1,PL,0.17387663649580326,Mancino_angular,2.0-1.0,2,0,Fireborn_Porcelain,2020-04-25,2020-04-28,0.17387663649580326,0.17387663649580326,0,2.0,1.0,1.4
38,2,AL,0.24534271995741716,Mancino_angular,1.0-0.5,1,0,Fireborn_Porcelain,2020-04-25,2020-04-28,0.24534271995741716,0.24534271995741716,0,1.0,0.5,0.72
38,2,LL,0.42925823965347765,Mancino_angular,1.0-0.5,1,0,Fireborn_Porcelain,2020-04-25,2020-04-28,0.42925823965347765,0.42925823965347765,0,1.0,0.5,0.72
38,2,PL,0.17387663649580326,Mancino_angular,1.0-0.5,1,0,Fireborn_Porcelain,2020-04-25,2020-04-28,0.17387663649580326,0.17387663649580326,0,1.0,0.5,0.72
39,3,AL,0.24534271995741716,Mancino_angular,0.5-0.25,0.5,0,Fireborn_Porcelain,2020-04-25,2020-04-28,0.24534271995741716,0.24534271995741716,0,0.5,0.25,0.363
39,3,LL,0.42925823965347765,Mancino_angular,0.5-0.25,0.5,0,Fireborn_Porcelain,2020-04-25,2020-04-28,0.42925823965347765,0.42925823965347765,0,0.5,0.25,0.363
39,3,PL,0.17387663649580326,Mancino_angular,0.5-0.25,0.5,0,Fireborn_Porcelain,2020-04-25,2020-04-28,0.17387663649580326,0.17387663649580326,0,0.5,0.25,0.363
40,4,AL,0.24534271995741716,Mancino_angular,0.25-0.15,0.25,0,Fireborn_Porcelain,2020-04-25,2020-04-28,0.24534271995741716,0.24534271995741716,0,0.25,0.15,0.186
40,4,LL,0.42925823965347765,Mancino_angular,0.25-0.15,0.25,0,Fireborn_Porcelain,2020-04-25,2020-04-28,0.42925823965347765,0.42925823965347765,0,0.25,0.15,0.186
40,4,PL,0.17387663649580326,Mancino_angular,0.25-0.15,0.25,0,Fireborn_Porcelain,2020-04-25,2020-04-28,0.17387663649580326,0.17387663649580326,0,0.25,0.15,0.186
41,5,AL,0.24534271995741716,Mancino_angular,0.15-0.05,0.15,0,Fireborn_Porcelain,2020-04-25,2020-04-28,0.24534271995741716,0.24534271995741716,0,0.15,0.05,0.09
41,5,LL,0.42925823965347765,Mancino_angular,0.15-0.05,0.15,0,Fireborn_Porcelain,2020-04-25,2020-04-28,0.42925823965347765,0.42925823965347765,0,0.15,0.05,0.09
41,5,PL,0.17387663649580326,Mancino_angular,0.15-0.05,0.15,0,Fireborn_Porcelain,2020-04-25,2020-04-28,0.17387663649580326,0.17387663649580326,0,0.15,0.05,0.09
43,6,AL,0.2295424128014135,Flint_325_Sil-co-sil_52,0.05-0.002,0.05,0.2,Fireborn_Porcelain,2021-02-09,2021-02-10,0.24534271995741716,0.19627417596593374,0.03326823683547975,0.05,0.002,0.025
43,6,LL,0.3496594018130441,Flint_325_Sil-co-sil_52,0.05-0.002,0.05,0.2,Fireborn_Porcelain,2021-02-09,2021-02-10,0.42925823965347765,0.34340659172278215,0.006252810090261962,0.05,0.002,0.025
43,6,PL,0.17667537159972066,Flint_325_Sil-co-sil_52,0.05-0.002,0.05,0.2,Fireborn_Porcelain,2021-02-09,2021-02-10,0.17387663649580326,0.13910130919664263,0.037574062403078035,0.05,0.002,0.025
44,6,AL,0.20614986975259036,Flint_325_Sil-co-sil_52,0.05-0.002,0.05,0.4,Fireborn_Porcelain,2021-02-09,2021-02-10,0.24534271995741716,0.1472056319744503,0.05894423777814006,0.05,0.002,0.025
44,6,LL,0.29896768660039647,Flint_325_Sil-co-sil_52,0.05-0.002,0.05,0.4,Fireborn_Porcelain,2021-02-09,2021-02-10,0.42925823965347765,0.2575549437920866,0.041412742808309866,0.05,0.002,0.025
44,6,PL,0.17186872439929635,Flint_325_Sil-co-sil_52,0.05-0.002,0.05,0.4,Fireborn_Porcelain,2021-02-09,2021-02-10,0.17387663649580326,0.10432598189748195,0.0675427425018144,0.05,0.002,0.025
45,6,AL,0.20727032397175668,Flint_325_Sil-co-sil_52,0.05-0.002,0.05,0.6,Fireborn_Porcelain,2021-02-09,2021-02-10,0.24534271995741716,0.09813708798296687,0.10913323598878981,0.05,0.002,0.025
45,6,LL,0.2607796913748095,Flint_325_Sil-co-sil_52,0.05-0.002,0.05,0.6,Fireborn_Porcelain,2021-02-09,2021-02-10,0.42925823965347765,0.17170329586139108,0.08907639551341842,0.05,0.002,0.025
45,6,PL,0.1847833381927019,Flint_325_Sil-co-sil_52,0.05-0.002,0.05,0.6,Fireborn_Porcelain,2021-02-09,2021-02-10,0.17387663649580326,0.06955065459832131,0.11523268359438059,0.05,0.002,0.025
46,6,AL,0.21127248558402867,Flint_325_Sil-co-sil_52,0.05-0.002,0.05,0.7,Fireborn_Porcelain,2021-02-09,2021-02-10,0.24534271995741716,0.07360281598722516,0.1376696695968035,0.05,0.002,0.025
46,6,LL,0.24818770283348118,Flint_325_Sil-co-sil_52,0.05-0.002,0.05,0.7,Fireborn_Porcelain,2021-02-09,2021-02-10,0.42925823965347765,0.1287774718960433,0.11941023093743788,0.05,0.002,0.025
46,6,PL,0.18781701554349753,Flint_325_Sil-co-sil_52,0.05-0.002,0.05,0.7,Fireborn_Porcelain,2021-02-09,2021-02-10,0.17387663649580326,0.05216299094874099,0.13565402459475653,0.05,0.002,0.025
47,6,AL,0.2502887942384453,Flint_325_Sil-co-sil_52,0.05-0.002,0.05,0.75,Fireborn_Porcelain,2021-02-09,2021-02-10,0.24534271995741716,0.06133567998935429,0.188953114249091,0.05,0.002,0.025
47,6,LL,0.234471754445716,Flint_325_Sil-co-sil_52,0.05-0.002,0.05,0.75,Fireborn_Porcelain,2021-02-09,2021-02-10,0.42925823965347765,0.10731455991336941,0.12715719453234658,0.05,0.002,0.025
47,6,PL,0.18917765964568534,Flint_325_Sil-co-sil_52,0.05-0.002,0.05,0.75,Fireborn_Porcelain,2021-02-09,2021-02-10,0.17387663649580326,0.043469159123950815,0.1457085005217345,0.05,0.002,0.025
48,6,AL,0.24898198512817837,Flint_325_Sil-co-sil_52,0.05-0.002,0.05,0.8,Fireborn_Porcelain,2021-02-09,2021-02-10,0.24534271995741716,0.04906854399148342,0.19991344113669496,0.05,0.002,0.025
48,6,LL,0.2555296030102028,Flint_325_Sil-co-sil_52,0.05-0.002,0.05,0.8,Fireborn_Porcelain,2021-02-09,2021-02-10,0.42925823965347765,0.08585164793069551,0.16967795507950728,0.05,0.002,0.025
48,6,PL,0.20046683005771943,Flint_325_Sil-co-sil_52,0.05-0.002,0.05,0.8,Fireborn_Porcelain,2021-02-09,2021-02-10,0.17387663649580326,0.03477532729916064,0.1656915027585588,0.05,0.002,0.025
49,6,AL,0.24534271995741716,Flint_325_Sil-co-sil_52,0.05-0.002,0.05,0,Fireborn_Porcelain,2021-02-09,2021-02-10,0.24534271995741716,0.24534271995741716,0,0.05,0.002,0.025
49,6,LL,0.42925823965347765,Flint_325_Sil-co-sil_52,0.05-0.002,0.05,0,Fireborn_Porcelain,2021-02-09,2021-02-10,0.42925823965347765,0.42925823965347765,0,0.05,0.002,0.025
49,6,PL,0.17387663649580326,Flint_325_Sil-co-sil_52,0.05-0.002,0.05,0,Fireborn_Porcelain,2021-02-09,2021-02-10,0.17387663649580326,0.17387663649580326,0,0.05,0.002,0.025
